anio,codigo_depto,codigo_muni,codigo_evento,num_casos,porcentaje_mun
310103,4158,4169242,61531,174.0,0.010957730868053807
336244,4509,4521525,69715,201.0,0.012658068416544915
342266,4590,4603090,67353,192.0,0.012091289233714544
1038982,20426,20464700,205153,692.0,0.0435790216131795
1631038,6480,6543180,313626,1658.0,0.10441332057030582
459064,9348,9365784,90708,287.0,0.01807395838581289
966428,24960,24997920,196736,657.0,0.04137488034661696
2015,1001,75052,304,1.0,6.297546475892992e-05
2768637,42785,42892485,526660,2789.0,0.17563857121265555
475178,16048,16066644,94105,318.0,0.020026197793339716
299998,7450,7466390,57203,161.0,0.010139049826187716
3751132,126684,126834903,706679,8296.0,0.5224444556400827
755059,16500,16529250,153568,532.0,0.03350294725175072
126845,5922,5943609,25808,72.0,0.004534233462642955
404739,2613,2627874,79811,240.0,0.01511411154214318
6397216,25416,25419177,1208212,49772.0,3.13441483198146
632242,6280,6294130,126185,403.0,0.02537911229784876
573801,4845,4870080,108162,503.0,0.03167665877374175
4357646,10820,11010432,827094,13545.0,0.8530026701597058
287939,715,727298,61261,181.0,0.011398559121366317
112756,1400,1404816,23629,62.0,0.003904478815053655
984579,13958,13999827,186403,657.0,0.04137488034661696
573823,5130,5156790,113156,377.0,0.02374175021411658
1191937,39072,39124096,221742,1107.0,0.06971383948813542
165070,1230,1237380,30010,95.0,0.005982669152098343
541614,1345,1369479,110819,355.0,0.02235628998942012
1071139,11228,11277340,204383,777.0,0.04893193611768855
151013,1125,1131900,30730,86.0,0.005415889969267973
183237,2275,2283645,37027,107.0,0.006738374729205502
479212,3570,3593086,89486,356.0,0.022419265454179053
410748,11016,11036196,80918,262.0,0.016499571766839638
8414960,45969,45973179,1619182,228495.0,14.389578820091693
410713,5100,5120196,80905,249.0,0.01568089072497355
281965,3780,3793860,53261,158.0,0.009950123431910927
8050,4004,300272,1527,4.0,0.0002519018590357197
2267144,57853,57965852,439549,1714.0,0.10793994659680588
1244357,12360,12397080,250184,964.0,0.060708348027608446
563750,4200,4229120,111525,399.0,0.02512721043881304
98651,49049,3678724,17572,110.0,0.0069273011234822915
579882,2420,2450718,122969,405.0,0.02550506322736662
5253616,177412,177414609,975150,25374.0,1.597939442793088
159053,4266,4274611,31881,88.0,0.005541840898785832
4318902,163020,163253805,835403,9126.0,0.5747140913899945
1731580,32966,33049814,334223,1220.0,0.07683006700589451
946341,8930,8981700,188771,780.0,0.04912086251196533
926344,23920,23970600,181625,706.0,0.044460678119804524
1081374,40812,40872681,201712,1040.0,0.06549448334928712
2012,1001,75100,510,1.0,6.297546475892992e-05
402684,1000,1022600,82800,249.0,0.01568089072497355
78530,585,589446,15238,42.0,0.0026449695198750567
2013,1001,75056,605,1.0,6.297546475892992e-05
410740,8540,8564560,83665,223.0,0.014043528641241374
219455,5450,5463516,40935,126.0,0.00793490855962517
12073,564,569316,2147,6.0,0.0003778527885535795
606019,7525,7562023,117208,485.0,0.030543100408081014
442953,11880,11908160,88160,292.0,0.018388835709607535
386588,960,984000,73134,239.0,0.01505113607738425
1447756,54644,54731718,266474,1695.0,0.10674341276638623
390676,13580,13604056,74241,242.0,0.01524006247166104
1020865,37011,37073868,195956,868.0,0.05466270341075117
1192053,11248,11324960,235757,1047.0,0.06593531160259963
1631127,20250,20352060,314930,1549.0,0.09754899491158245
1109452,19053,19112015,218359,807.0,0.05082120006045644
2225013,69615,69758650,403017,3503.0,0.22060305305053154
2436427,7340,7496348,439121,3083.0,0.19415335785178095
1093302,10317,10391391,221356,913.0,0.057496599324903024
7162538,270332,270335557,1355643,100162.0,6.307748501183939
56391,1904,1907696,9941,28.0,0.0017633130132500379
753065,28424,28471124,152390,596.0,0.03753337699632223
1077126,10165,10240970,214432,904.0,0.056929820142072644
2017,1001,75120,700,1.0,6.297546475892992e-05
444994,1105,1134614,90600,298.0,0.018766688498161117
694760,2760,2807265,134091,547.0,0.03444757922313467
1473938,30012,30108624,286853,1422.0,0.08955111088719835
201330,1500,1513500,41197,127.0,0.007997884024384101
22158,11011,826364,4864,13.0,0.000818681041866089
541655,6187,6211210,106048,334.0,0.021033805229482592
2768755,85868,86049764,521336,3061.0,0.1927678976270845
245654,1586,1605520,49261,135.0,0.008501687742455539
742958,9225,9279612,146745,717.0,0.045153408232152754
434915,14688,14719752,81517,316.0,0.019900246863821854
346353,860,884424,68548,221.0,0.013917577711723512
316084,785,807765,58310,211.0,0.013287823064134214
245655,8296,8314544,51061,155.0,0.009761197037634136
1343086,3335,3433049,269575,1177.0,0.0741221220212605
638357,23141,23187916,122637,460.0,0.028968713789107762
459082,5700,5735112,92232,323.0,0.020341075117134365
116765,1566,1574700,24890,64.0,0.004030429744571515
342305,850,875500,67327,225.0,0.014169479570759234
6068944,39182,39185014,1151250,29173.0,1.8371832334122626
1036921,9270,9347250,209807,795.0,0.05006549448334929
3165390,119472,119703084,590056,6729.0,0.4237619023628394
116775,5626,5635338,24322,60.0,0.003778527885535795
394664,14308,14337792,75419,274.0,0.017255277343946798
471147,11700,11735100,91061,304.0,0.019144541286714695
2251358,5590,5762172,434144,2882.0,0.18149528943523602
734963,1825,1875370,138929,527.0,0.03318806992795607
86567,2924,2930880,16394,48.0,0.003022822308428636
2279485,26036,26219384,437335,2882.0,0.18149528943523602
287933,2145,2168166,55895,191.0,0.012028313768955615
300035,10132,10156138,60627,163.0,0.010265000755705578
326126,7614,7640082,64181,213.0,0.013413773993652074
640335,16536,16612320,127788,424.0,0.026701597057786287
281885,3500,3523520,55229,185.0,0.011650460980402035
159056,5530,5548170,31007,91.0,0.005730767293062622
1842408,66795,66948720,356901,2276.0,0.1433321577913245
742991,25092,25153623,149941,612.0,0.03854098443246511
211424,7140,7157745,43833,116.0,0.007305153912035871
555674,12972,13018920,114394,346.0,0.02178951080658975
1765839,4385,4535844,348121,1809.0,0.11392261574890424
22162,11011,826672,4170,11.0,0.000692730112348229
167092,5644,5658608,34052,87.0,0.005478865434026903
879956,8740,8816475,177820,673.0,0.04238248778275984
477156,5451,5490816,91582,342.0,0.02153760894755403
8055,4004,300624,1330,4.0,0.0002519018590357197
314098,2340,2366832,58669,218.0,0.013728651317446721
2196811,18547,18736834,400715,2774.0,0.17469393924127158
708816,19008,19068544,138880,530.0,0.03337699632223286
1411613,16123,16250582,272308,1412.0,0.08892135623960905
549777,6825,6873594,103901,382.0,0.02405662753791123
318101,10744,10772282,58499,216.0,0.013602700387928861
1826278,13605,13764632,355223,2189.0,0.1378532923572976
998737,9920,10008288,196533,745.0,0.0469167212454028
310066,2310,2337720,61417,204.0,0.012846994810821705
579896,4320,4372704,120270,500.0,0.03148773237946496
436946,11718,11755758,89140,294.0,0.018514786639125397
406720,3030,3067370,83505,268.0,0.016877424555393216
189264,1410,1427578,36184,102.0,0.006423497405410853
153029,1140,1157936,29696,79.0,0.0049750617159554636
694715,8625,8687445,136586,542.0,0.034132701899340014
885929,11000,11080520,182353,686.0,0.04320116882462592
118789,5015,5015885,26834,61.0,0.0038415033502947255
2535166,31475,31695325,476838,3423.0,0.21556501586981713
259766,1935,1964928,52292,146.0,0.009194417854803768
430987,2782,2822232,85112,251.0,0.01580684165449141
1179779,39848,39959340,239797,983.0,0.06190488185802811
1328960,41580,41705400,241874,1282.0,0.08073454582094815
749105,1860,1930680,145855,582.0,0.03665172048969721
1340989,3330,3397266,255907,1250.0,0.0787193309486624
2611586,60959,61204133,493379,3773.0,0.23760642853544262
1590680,18170,18319310,306306,1708.0,0.10756209380825231
316127,2355,2384673,62477,222.0,0.013980553176482443
443024,2860,2908840,85965,259.0,0.016310645372562847
745027,1850,1922890,139468,618.0,0.038918837221018694
606093,21973,22033200,116539,482.0,0.030354174013804223
898037,11150,11239200,174976,824.0,0.051891782961358254
416839,8487,8529642,79895,277.0,0.01744420373822359
295997,10290,10319988,57350,180.0,0.011335583656607386
855602,27438,27526787,170439,575.0,0.036210892236384705
650309,12640,12706713,128624,413.0,0.026008866945438056
1246386,10067,10195707,243779,1044.0,0.06574638520832284
604127,8100,8161500,114841,390.0,0.024560431255982666
175164,5916,5934183,34314,91.0,0.005730767293062622
6040,3003,225540,1025,3.0,0.00018892639427678975
608053,15704,15766514,120180,461.0,0.029031689253866694
414763,10712,10755260,81944,254.0,0.015995768048768202
386573,13056,13096512,80452,260.0,0.01637362083732178
600000,16092,16153388,124596,436.0,0.027457302634893443
2100328,5215,5436116,389540,2540.0,0.159957680487682
277845,2070,2099256,54175,163.0,0.010265000755705578
1183920,11172,11296656,235686,1228.0,0.07733387072396594
394628,13328,13370532,78990,242.0,0.01524006247166104
1774157,61670,61859415,340875,1925.0,0.1212277696609401
201342,1500,1521500,43205,118.0,0.007431104841553731
16123,8008,601504,2966,8.0,0.0005038037180714394
2015,1001,75384,109,1.0,6.297546475892992e-05
817560,10150,10236884,155346,609.0,0.03835205803818832
509454,5819,5894900,97636,327.0,0.020592976976170085
251685,1875,1902250,44424,157.0,0.009887147967151998
539621,18760,18819228,108255,345.0,0.021726535341830822
1127619,40880,41001520,225685,1095.0,0.06895813391102826
211430,8505,8528100,44145,117.0,0.007368129376794801
444997,11492,11541504,87562,295.0,0.018577762103884326
12092,6006,451152,2337,6.0,0.0003778527885535795
346364,8600,8638356,67893,203.0,0.012784019346062775
326106,2430,2466126,62974,175.0,0.011020706332812737
241546,1800,1826880,48986,142.0,0.00894251599576805
356422,4425,4464648,74019,214.0,0.013476749458411003
416815,11178,11224161,86129,286.0,0.018010982921053957
932173,23150,23254638,178116,709.0,0.044649604514081315
626318,30789,31029403,128079,389.0,0.024497455791223737
1000862,25844,25956819,204621,723.0,0.045531261020706336
360397,9308,9349707,77256,214.0,0.013476749458411003
567780,20586,20649732,114250,449.0,0.028275983676759535
475123,4248,4296380,96908,309.0,0.019459418610509347
577838,19516,19581723,110623,419.0,0.026386719733991638
1161739,11540,11671556,227367,958.0,0.060330495239054864
165083,1230,1248532,29997,91.0,0.005730767293062622
1061084,2635,2698240,221360,1003.0,0.06316439115320671
163095,4374,4384125,30024,92.0,0.005793742757821553
962529,11950,12022178,179471,768.0,0.048365156934858176
146979,1971,1982680,26543,79.0,0.0049750617159554636
630169,4695,4758852,125303,427.0,0.026890523452063077
1369277,30166,30311162,283925,967.0,0.06089727442188523
5666303,151956,151958814,1061051,29241.0,1.84146556501587
900004,2235,2339598,181008,668.0,0.042067610458965184
1552402,58596,58775643,305648,1588.0,0.10000503803718071
624220,13640,13667900,128521,442.0,0.027835155423447024
8060,4004,300832,1332,4.0,0.0002519018590357197
382531,8360,8378620,76727,219.0,0.013791626782205652
537544,19491,19554012,106255,466.0,0.029346566577661343
753075,1870,1958638,146122,601.0,0.03784825432011688
3586404,117546,117848770,668323,7903.0,0.4976950979898232
2714349,20220,20540824,519545,4259.0,0.26821250440828254
298003,7992,8027372,54600,182.0,0.011461534586125244
696705,1730,1813040,137483,555.0,0.03495138294120611
167126,83083,6243094,38857,99.0,0.006234571011134062
2011,1001,75818,303,1.0,6.297546475892992e-05
1540381,3825,4016250,306569,1561.0,0.09830470048868961
1761909,41125,41339375,342358,1835.0,0.11555997783263641
412742,15580,15630430,80573,278.0,0.01750717920298252
98645,2450,2462005,18796,52.0,0.003274724167464356
112743,1512,1519560,23551,61.0,0.0038415033502947255
479202,12852,12910310,93654,317.0,0.019963222328580787
426863,5724,5775940,82772,256.0,0.01612171897828606
1661187,10725,10926300,323780,1615.0,0.10170537558567183
495235,16728,16785810,104819,325.0,0.020467026046652223
1516328,3765,3876444,293825,1396.0,0.08791374880346617
416776,10350,10401957,84099,259.0,0.016310645372562847
1943056,73340,73579320,364424,2404.0,0.15139301728046753
479120,12376,12435500,99387,306.0,0.019270492216232556
378511,2820,2865872,77016,255.0,0.01605874351352713
1175853,14600,14743080,228542,1236.0,0.07783767444203739
942307,9360,9471384,187924,717.0,0.045153408232152754
958405,8568,8685572,189147,786.0,0.049498715300518914
209416,5200,5228080,40895,123.0,0.007745982165348381
642271,24244,24323750,125850,473.0,0.02978739483097385
62395,2821,2829153,13252,31.0,0.0019522394075268275
251667,1875,1906000,50678,151.0,0.009509295178598418
140918,4760,4777150,31470,77.0,0.0048491107864376045
398707,2574,2623104,74430,270.0,0.017003375484911078
110762,1485,1498750,21162,59.0,0.0037155524207768656
267778,5852,5866630,52133,150.0,0.009446319713839487
813443,8080,8181000,160959,608.0,0.03828908257342939
730899,6534,6626928,142052,531.0,0.03343997178699179
352418,9100,9144450,75291,265.0,0.01668849816111643
670479,10310,10396236,138065,399.0,0.02512721043881304
537589,12549,12617886,105758,419.0,0.026386719733991638
652322,22032,22114620,133472,466.0,0.029346566577661343
440931,20805,20810475,92808,274.0,0.017255277343946798
686566,16027,16118388,132319,483.0,0.030417149478563152
356416,12390,12431241,69748,212.0,0.013350798528893143
551718,6850,6921240,110001,354.0,0.02229331452466119
344315,8892,8935776,70937,207.0,0.013035921205098493
4026,2002,150444,606,2.0,0.00012595092951785984
1270557,3155,3594807,240791,1175.0,0.07399617109174267
414782,10712,10765148,81847,246.0,0.015491964330696762
2218888,33313,33596612,441052,2134.0,0.13438964179555646
432914,11610,11663750,91888,306.0,0.019270492216232556
992699,26622,26750673,194532,772.0,0.0486170587938939
517427,19532,19594451,106304,351.0,0.022104388130384404
185260,3772,3794448,36872,109.0,0.006864325658723361
100693,3400,3413200,19199,59.0,0.0037155524207768656
221485,7480,7509260,44566,130.0,0.00818681041866089
481231,1195,1258096,97595,304.0,0.019144541286714695
3238131,8040,8467728,598231,7769.0,0.48925638571212654
2010,1001,75232,611,1.0,6.297546475892992e-05
98672,49049,3710476,18999,53.0,0.003337699632223286
2448529,88768,89093888,457789,3836.0,0.2415738828152552
302028,150150,11376000,56467,178.0,0.011209632727089526
2565287,31850,32192706,493908,3799.0,0.23924379061917478
459001,16644,16705560,85792,344.0,0.021663559877071893
6031,3003,226929,928,3.0,0.00018892639427678975
692673,5848,5941568,132747,530.0,0.03337699632223286
670444,20979,21069576,131715,499.0,0.03142475691470603
12084,6006,453648,2432,6.0,0.0003778527885535795
398632,2970,3023856,77131,275.0,0.01731825280870573
1379270,50005,50193375,258204,1382.0,0.08703209229684115
3914320,35160,35210496,748473,6395.0,0.40272809713335683
370464,2760,2810784,76393,226.0,0.014232455035518161
1904801,71896,72156150,358268,2174.0,0.13690866038591365
3610415,121924,122418868,658664,8650.0,0.5447377701647438
253649,8568,8602146,50608,170.0,0.010705829009018087
1053100,23012,23157917,213056,839.0,0.05283641493274221
682520,27459,27560700,137640,549.0,0.03457353015265253
360375,4475,4525299,72425,248.0,0.01561791526021462
34224,17017,1279250,6727,17.0,0.0010705829009018087
30157,15015,1128735,6207,17.0,0.0010705829009018087
249684,6448,6512480,49986,141.0,0.008879540531009119
1059175,2630,2778332,203341,944.0,0.05944883873242985
1286648,46647,46827837,241560,1486.0,0.09358154063176986
944349,2345,2478196,182060,690.0,0.043453070683661645
638297,15850,15940979,128010,408.0,0.02569398962164341
1904908,44462,44734448,366780,1860.0,0.11713436445160966
505352,13052,13124037,110126,345.0,0.021726535341830822
1812254,22500,22757400,347615,1961.0,0.12349488639226158
3183629,39525,39983490,609399,7065.0,0.44492165852183985
670550,8325,8417907,131532,526.0,0.03312509446319714
304022,3775,3818488,61929,181.0,0.011398559121366317
390590,4850,4906842,71228,265.0,0.01668849816111643
485321,6025,6096095,98649,283.0,0.017822056526777166
245634,1830,1865746,47717,143.0,0.009005491460526979
777168,9650,9764642,151950,709.0,0.044649604514081315
1141874,4536,4703832,219886,1008.0,0.06347926847700136
624292,21700,21772850,119339,426.0,0.02682754798730415
231593,7820,7854040,45175,129.0,0.008123834953901959
289956,3600,3643056,59626,196.0,0.012343191092750264
505425,5020,5094045,94690,302.0,0.019018590357196836
980612,7305,7450613,187432,841.0,0.05296236586226006
2080113,42353,42660834,396314,2402.0,0.15126706635094966
12060,6006,451434,2533,7.0,0.00044082825331250947
1133545,23083,23255278,219699,1044.0,0.06574638520832284
996707,37620,37771470,191012,793.0,0.04993954355383143
263798,655,695086,54948,168.0,0.010579878079500227
3016544,37450,37909886,564974,5992.0,0.37734898483550805
1560632,3875,4113700,291963,1574.0,0.09912338153055571
2814970,95064,95493186,531389,3959.0,0.24931986498060357
213448,2120,2152860,43116,117.0,0.007368129376794801
233529,6264,6300308,44629,133.0,0.00837573681293768
3124946,61816,61375602,606054,3246.0,0.2044183586074865
285911,9656,9701156,53821,175.0,0.011020706332812737
197299,1470,1501066,36720,114.0,0.0071792029825180105
1312863,49552,49759336,243472,1398.0,0.08803969973298403
682592,6441,6542700,142133,515.0,0.032432364350848904
624130,7750,7848270,132701,433.0,0.027268376240616655
769128,19864,19985094,158465,627.0,0.03948561640384906
3010346,113620,113785945,570077,5964.0,0.37558567182225805
1431585,27864,28090348,281906,958.0,0.060330495239054864
1363186,16925,17141640,268723,1381.0,0.08696911683208222
696669,17992,18102720,136412,561.0,0.035329235729759684
382560,9880,9941370,72836,246.0,0.015491964330696762
1421552,34163,34387508,278098,1145.0,0.07210690714897476
1600835,58035,58288605,298372,1976.0,0.12443951836364552
702749,6631,6741982,138399,484.0,0.03048012494332208
163080,5508,5534082,33583,88.0,0.005541840898785832
414863,14420,14474590,84384,250.0,0.01574386618973248
1486082,3690,3924684,283615,1479.0,0.09314071237845735
612093,7600,7697888,120239,402.0,0.02531613683308983
380626,945,1005669,73120,235.0,0.014799234218348532
193287,2400,2431104,37693,113.0,0.0071162275177590805
416855,5175,5242482,79627,258.0,0.016247669907803918
710766,5295,5408666,139066,559.0,0.035203284800241826
265812,8976,9018768,50895,178.0,0.011209632727089526
243646,3025,3064688,46963,172.0,0.010831779938535947
263800,3275,3318885,50858,158.0,0.009950123431910927
2017,1001,75254,304,1.0,6.297546475892992e-05
408662,3045,3110975,77441,249.0,0.01568089072497355
181230,2250,2280510,36437,103.0,0.006486472870169782
2013,1001,75328,615,1.0,6.297546475892992e-05
676526,22176,22282848,128852,512.0,0.03224343795657212
263819,8908,8947038,56136,154.0,0.009698221572875209
356355,2655,2707392,68613,219.0,0.013791626782205652
567809,17766,17851164,113924,395.0,0.02487530857977732
581914,1445,1534590,109679,428.0,0.026953498916822007
265737,8976,9019164,52318,165.0,0.010390951685223438
334241,2490,2545112,68285,204.0,0.012846994810821705
209384,5616,5651776,39660,117.0,0.007368129376794801
12084,6006,451992,2149,6.0,0.0003778527885535795
328226,2119,2167900,62173,190.0,0.011965338304196686
108728,3672,3690576,24239,54.0,0.0034006750969822154
432834,18275,18301875,87582,280.0,0.017633130132500376
384693,8404,8476198,78054,232.0,0.014610307824071743
380574,945,1010583,73378,270.0,0.017003375484911078
128836,3456,3478208,24588,71.0,0.004471257997884025
428860,15549,15622911,87006,302.0,0.019018590357196836
348376,865,926069,72104,211.0,0.013287823064134214
479169,9758,9841062,94771,315.0,0.019837271399062925
136958,68068,5135904,22844,75.0,0.004723159856919744
1596763,57889,58165757,302016,1914.0,0.12053503954859188
14099,7007,527380,3231,7.0,0.00044082825331250947
2016,1001,75348,604,1.0,6.297546475892992e-05
5096618,184763,184765531,954738,22815.0,1.436785228474986
551748,20002,20098448,107678,433.0,0.027268376240616655
440901,11388,11465088,87615,293.0,0.018451811174366468
449026,11596,11674942,89129,307.0,0.019333467680991485
2016,1001,75360,212,1.0,6.297546475892992e-05
795366,7505,7645225,163190,585.0,0.036840646883974
1044995,48786,48786519,213351,680.0,0.04282331603607235
2680108,69212,69685836,529473,3876.0,0.24409290140561235
511464,10414,10504678,105793,299.0,0.01882966396292005
4028,2002,150744,413,3.0,0.00018892639427678975
2014,1001,75238,213,1.0,6.297546475892992e-05
4020,2002,151160,620,2.0,0.00012595092951785984
2015,1001,75796,615,1.0,6.297546475892992e-05
98537,49049,3716650,23314,65.0,0.004093405209330445
968567,19721,19893679,183413,843.0,0.05308831679177792
6048,3003,226128,1712,3.0,0.00018892639427678975
920122,12339,12503977,184482,659.0,0.04150083127613482
3636698,9030,9680160,676723,9294.0,0.5852939694694947
20146,10010,753800,4765,10.0,0.0006297546475892993
950427,2360,2530392,188163,839.0,0.05283641493274221
161073,1200,1228960,31663,92.0,0.005793742757821553
6045,3003,226164,1039,3.0,0.00018892639427678975
324196,3059,3117604,68590,186.0,0.011713436445160966
2744561,103588,104084132,526708,4329.0,0.2726207869414076
6042,3003,226176,1632,3.0,0.00018892639427678975
873890,2170,2327976,164869,701.0,0.044145800796009875
507401,3780,3872484,101872,372.0,0.023426872890321932
1083291,4360,4557984,211563,744.0,0.046853745780643864
157055,1950,1978704,28857,94.0,0.005919693687339412
221483,7480,7520480,42975,134.0,0.008438712277696608
72505,2448,2461320,14926,36.0,0.0022671167313214773
583928,2320,2427880,111667,430.0,0.027079449846339868
485245,6025,6114652,93132,340.0,0.021411658018036173
106703,1431,1450716,22025,56.0,0.0035266260265000757
672490,7682,7798900,136991,492.0,0.030983928661393524
559798,11398,11503084,111658,386.0,0.02430852939694695
243691,8228,8273617,46473,135.0,0.008501687742455539
1039063,12900,13094532,197763,794.0,0.050002519018590354
257713,1920,1968640,52788,160.0,0.010076074361428789
1993538,4950,5322240,382820,2157.0,0.13583807748501184
513476,16830,16927665,96766,338.0,0.021285707088518315
94629,4277,4296035,20624,51.0,0.0032117487027054263
926199,23920,24093880,184552,805.0,0.050695249130938584
801391,30248,30398046,152476,560.0,0.03526626026500075
2607705,22015,22507100,486915,3735.0,0.23521336087460326
279856,7506,7559515,56686,177.0,0.011146657262330596
1894870,4705,5062580,353608,2228.0,0.14030933548289584
509459,13156,13252393,98845,354.0,0.02229331452466119
577915,5740,5849921,116820,373.0,0.023489848355080858
924270,9180,9363600,178182,673.0,0.04238248778275984
66425,1452,1465860,13169,34.0,0.0021411658018036174
306067,7904,7962520,62667,174.0,0.010957730868053807
446974,11100,11177700,91625,282.0,0.017759081062018237
455058,3842,3929688,88600,300.0,0.018892639427678975
1592874,19775,20080326,314470,1600.0,0.10076074361428787
501263,4482,4584090,104206,325.0,0.020467026046652223
749029,9300,9446568,140052,605.0,0.0381001561791526
1123542,17544,17860726,220794,733.0,0.046161015668295634
114756,5187,5210199,19878,59.0,0.0037155524207768656
473173,5875,5968530,96781,351.0,0.022104388130384404
543688,1350,1455300,108068,359.0,0.022608191848455843
1782146,36285,36635460,342788,1695.0,0.10674341276638623
332187,8910,8975670,67371,196.0,0.012343191092750264
430883,21186,21298136,85598,254.0,0.015995768048768202
58394,2465,2468944,12661,34.0,0.0021411658018036174
434945,4104,4188672,86283,273.0,0.01719230187918787
1524230,47691,47994557,285458,1519.0,0.09565973096881454
118760,3068,3091010,25328,65.0,0.004093405209330445
4107606,106317,107132354,796853,3743.0,0.2357171645926747
301981,2250,2310450,57140,201.0,0.012658068416544915
1677212,18365,18697816,332307,1338.0,0.08426117184744823
958407,33278,33469786,188944,788.0,0.04962466623003677
1620961,53130,53452000,291225,1700.0,0.10705829009018088
358390,9612,9679106,71750,233.0,0.014673283288830672
263721,1965,2014387,50502,145.0,0.009131442390044838
549722,18564,18669105,105740,382.0,0.02405662753791123
1145638,38692,38923014,225765,946.0,0.0595747896619477
380543,9828,9904545,82191,250.0,0.01574386618973248
517427,12850,12952800,93973,357.0,0.022482240918937982
551655,6850,6961518,117358,355.0,0.02235628998942012
1544276,69797,69797767,295674,1128.0,0.07103632424807295
2015,1001,75428,104,1.0,6.297546475892992e-05
4021,2002,150844,806,2.0,0.00012595092951785984
600030,1490,1612478,117055,386.0,0.02430852939694695
616114,15912,16037766,123053,472.0,0.029724419366214925
306090,4104,4166776,62796,179.0,0.011272608191848455
2404397,27462,27959898,454944,3433.0,0.2161947705174064
529589,13676,13785934,108706,323.0,0.020341075117134365
505468,5773,5878169,100099,315.0,0.019837271399062925
664548,23100,23237940,131086,481.0,0.03029119854904529
1981372,53136,53534520,372053,2125.0,0.13382286261272608
501376,16932,17036082,98470,319.0,0.020089173258098645
169114,4536,4571112,32285,98.0,0.006171595546375132
906083,3600,3789450,177772,730.0,0.04597208927401884
1063133,38544,38759424,201459,1029.0,0.06480175323693889
1840379,66722,67097654,347539,2206.0,0.1389238752581994
283904,2679,2737938,59666,170.0,0.010705829009018087
342309,2550,2622250,63926,235.0,0.014799234218348532
98696,3332,3352825,18624,56.0,0.0035266260265000757
527585,1310,1421350,108435,365.0,0.02298604463700942
463057,5750,5847980,87161,371.0,0.023363897425563003
1781996,22125,22505550,339428,1794.0,0.11297798377752027
2782981,17966,18560260,530914,3944.0,0.24837523300921963
149013,3848,3879598,30993,78.0,0.004912086251196534
877934,5668,5856788,167478,648.0,0.04080810116378659
2567367,56100,56648250,503966,3214.0,0.2024031437352008
747128,25970,26129159,145789,532.0,0.03350294725175072
2136653,8488,8947413,401687,2471.0,0.15561237341931583
461150,11908,12007615,90375,311.0,0.019585369540027205
644442,2560,2699520,120618,515.0,0.032432364350848904
1031042,18400,18666596,210136,656.0,0.04131190488185803
4429957,37400,37402200,835128,17891.0,1.1266940400020151
386583,4800,4883712,76767,279.0,0.017570154667741446
936243,7905,8106345,179108,770.0,0.048491107864376035
604055,25500,25541700,117819,352.0,0.02216736359514333
4026,188,189326,616,2.0,0.00012595092951785984
328135,8150,8202975,65639,189.0,0.011902362839437755
344260,2223,2298240,66365,206.0,0.012972945740339564
1629128,4045,4400960,314414,1685.0,0.10611365811879692
394625,2940,3026632,75932,268.0,0.016877424555393216
535575,4522,4639572,108887,329.0,0.020718927905687946
787275,6647,6820604,155502,643.0,0.04049322383999194
990618,32472,32688480,191595,819.0,0.051576905637563605
197315,1666,1709708,39951,115.0,0.0072421784472769405
1361105,8788,9086792,270361,1237.0,0.07790064990679631
283910,9588,9650604,55710,168.0,0.010579878079500227
7132429,17710,17713542,1360296,98930.0,6.230162728600938
513497,6375,6486690,102037,337.0,0.021222731623759383
183211,2457,2495675,35648,93.0,0.005856718222580483
197327,2646,2688140,41464,110.0,0.0069273011234822915
324136,4347,4419450,66763,185.0,0.011650460980402035
1397419,50662,50973606,267686,1287.0,0.08104942314474281
620233,5852,5990600,129770,490.0,0.030857977731875662
575832,14300,14394380,116334,361.0,0.0227341427779737
314092,2808,2879760,63339,171.0,0.010768804473777016
1000722,20255,20440335,200654,651.0,0.04099702755806338
1256430,11856,12139920,252027,1079.0,0.06795052647488539
12073,546,548760,2532,6.0,0.0003778527885535795
767072,25146,25319736,144582,521.0,0.032810217139402485
881818,42486,42486438,178703,582.0,0.03665172048969721
1685487,71982,71982837,327318,1425.0,0.08974003728147514
636263,21488,21634624,122963,482.0,0.030354174013804223
297983,10064,10133264,59477,183.0,0.011524510050884175
571863,6532,6663776,111262,390.0,0.024560431255982666
1361174,8788,9104368,256393,1187.0,0.07475187666884982
368418,2745,2829912,70646,227.0,0.014295430500277092
310051,2310,2381764,57841,194.0,0.012217240163232406
1214217,9045,9327807,248506,1081.0,0.06807647740440324
459099,1140,1246476,91102,327.0,0.020592976976170085
231563,1495,1547670,45339,129.0,0.008123834953901959
1848361,21114,21541788,352721,1987.0,0.12513224847599375
1681265,52605,52997450,310674,1974.0,0.12431356743412766
650354,27455,27507326,126294,417.0,0.026260768804473776
4772336,54510,54512370,892500,15359.0,0.9672401632324046
1240227,10672,10963368,251160,916.0,0.05768552571917981
181224,1620,1663110,35942,103.0,0.006486472870169782
6038,282,284664,1021,3.0,0.00018892639427678975
469189,16310,16420209,88378,323.0,0.020341075117134365
2092203,29404,29895447,405995,1978.0,0.12456546929316338
354408,2640,2723776,68451,221.0,0.013917577711723512
565862,6463,6603500,114134,362.0,0.022797118242732634
187238,6789,6831873,36080,106.0,0.006675399264446572
134910,335,366825,23767,71.0,0.004471257997884025
813579,2020,2213920,168740,560.0,0.03526626026500075
227520,6102,6156240,47406,134.0,0.008438712277696608
456975,3405,3513960,92459,295.0,0.018577762103884326
