anio,codigo_depto,codigo_muni,codigo_evento,num_casos,porcentaje_sex
514535714,10733904.0,9831256178.0,101298265.0,882382.0,55.5684165449141
173133,3779.0,3806586.0,46291.0,99.0,0.006234571011134062
420857130,8511019.0,7972268314.0,80281963.0,705439.0,44.425348884074765
